stratum_0_time_s,stratum_0_measured_w_per_gpu,stratum_0_predicted_w_per_gpu,stratum_1_time_s,stratum_1_measured_w_per_gpu,stratum_1_predicted_w_per_gpu,stratum_2_time_s,stratum_2_measured_w_per_gpu,stratum_2_predicted_w_per_gpu
325,200.65,210.01064987240574,325,85.8375,85.36,325,139.2925,109.13045804632115
326,277.79499999999996,308.2870959544939,326,85.68,85.36,326,88.7775,88.88093370224797
327,296.2975,300.399008046606,327,85.7025,85.36,327,102.09750000000001,107.47326431039207
328,298.275,300.75454233041364,328,85.68,85.36,328,130.2275,114.43777380431705
329,319.76750000000004,306.5708402295776,329,85.7025,85.36,329,282.52750000000003,304.6689762852966
330,312.8225,306.9184063036631,330,85.725,85.36,330,261.38,304.50617358764123
331,191.365,154.33771987600124,331,85.79249999999999,85.36,331,297.465,303.0421033751181
332,297.7475,307.0775715760628,332,85.68,85.36,332,288.4425,313.7364820929905
333,300.5275,302.855629490679,333,85.7025,85.36,333,308.91,304.262525645559
334,292.6825,308.8790522450254,334,85.7025,85.36,334,287.0,305.79592047995243
335,162.88250000000002,143.46399212588577,335,85.7025,85.36,335,289.14250000000004,304.2607189821988
336,298.9475,307.0800703126316,336,85.7925,85.36,336,288.99,304.0408875637871
337,297.8975,304.0304166705286,337,85.86,85.36,337,292.6875,304.263150136353
338,298.87,307.9394084365648,338,85.725,85.36,338,301.0475,304.1689488592039
339,293.66999999999996,307.79261033633304,339,85.7025,85.36,339,252.32,305.7722361709643
340,299.5475,302.56057079414677,340,85.68,85.36,340,144.4975,122.27896585875422
341,301.58000000000004,302.5043278535296,341,85.79249999999999,85.36,341,90.6075,114.23738121966737
342,297.675,302.39896168046573,342,85.77,85.36,342,121.42249999999999,108.62824591583063
343,288.46500000000003,314.10668648184355,343,85.725,85.36,343,138.67249999999999,115.55002040378474
344,291.3275,305.51974233522924,344,85.77,85.36,344,118.255,113.63652501864658
345,319.91,307.4971901913548,345,85.7475,85.36,345,89.3025,108.27082644527924
346,145.23499999999999,139.9387103490406,346,85.725,85.36,346,89.1375,114.53498780489659
347,298.575,307.26379821729824,347,85.77,85.36,347,94.7675,109.4292791287576
348,243.1525,303.74810418596087,348,86.1025,85.36,348,90.225,107.750533310232
349,295.7025,306.5158017284763,349,85.83749999999999,85.36,349,89.44,108.44618662553547
350,294.7975,307.4787267136497,350,85.95,85.36,350,88.76,107.37168797901523
351,250.3225,257.30993475488265,351,85.79249999999999,85.36,351,88.48,107.28659930393431
352,300.3875,307.21272560790413,352,85.77,85.36,352,139.03250000000003,107.66417895726977
353,298.27250000000004,303.0315152318427,353,85.68,85.36,353,92.285,113.79851274682528
354,304.5225,307.6592780615899,354,85.81500000000001,85.36,354,88.5625,113.42950140447577
355,197.78249999999997,205.5620760248914,355,85.9725,85.36,355,88.285,113.88410416441148
356,294.5675,306.6020688069951,356,85.96499999999999,85.36,356,137.6825,107.31759816622599
357,293.75,302.43090729891696,357,85.86,85.36,357,87.625,107.72227251282806
358,294.97249999999997,304.468321497506,358,85.7925,85.36,358,87.565,107.45666662646458
359,299.4775,300.3943331237531,359,85.9725,85.36,359,87.855,114.94976077856337
360,301.12,301.15864068434996,360,85.95,85.36,360,106.3625,107.4224728753744
361,294.8725,305.12138496064574,361,85.995,85.36,361,101.19,107.59234001052258
362,248.7525,300.4687339279063,362,85.995,85.36,362,99.45499999999998,108.20228273906514
363,92.53999999999999,89.81453532067377,363,85.905,85.36,363,87.4975,114.21072195684029
364,297.135,304.1937064857443,364,85.95,85.36,364,94.42750000000001,106.97974233872145
365,246.2475,238.35553851352526,365,85.995,85.36,365,91.21249999999999,107.5188806739496
366,247.005,283.17126706654926,366,86.055,85.36,366,298.8075,312.19675007410075
367,301.34999999999997,304.3578854927674,367,85.995,85.36,367,290.8725,304.092362255175
368,249.3475,269.3263472151941,368,86.19749999999999,85.36,368,284.495,302.39148420904417
369,92.30999999999999,87.2474710274205,369,86.0575,85.36,369,288.51250000000005,302.33272696858444
370,297.4475,296.38914331591144,370,85.95,85.36,370,288.45000000000005,305.28406930703056
371,300.0825,304.3138180017512,371,85.995,85.36,371,240.28,283.55664093998644
372,315.6875,305.35736566653617,372,85.95,85.36,372,89.565,107.15692262919093
373,302.12,305.2372013554745,373,86.115,85.36,373,88.9275,107.90995882866643
374,146.2125,165.77952441008614,374,86.125,85.36,374,139.66,110.10062962274559
375,245.7275,304.60090402311346,375,85.92750000000001,85.36,375,87.72,89.14783267486212
376,297.88,305.2039102721241,376,86.0925,86.83909252918066,376,233.8775,305.3351457978266
377,248.955,274.1593806445205,377,286.3975,303.1893386608909,377,292.76,303.0183797207539
378,300.305,304.3689581607714,378,238.1425,220.21351763801158,378,283.83,307.8468855718435
379,302.125,300.39701593259196,379,85.79250000000002,85.36,379,316.8475,302.7982678576841
380,299.305,300.4221921073248,380,84.8125,85.36,380,281.92,303.9804023870521
381,293.75,305.6222997246156,381,84.4075,85.36,381,293.535,301.39111456424723
382,276.53249999999997,300.8664512950984,382,84.3575,85.36,382,310.365,302.6898476663953
383,301.2975,304.3292203809549,383,84.5325,85.36,383,327.4125,304.0590248364107
384,294.115,305.11137107620976,384,84.22749999999999,85.36,384,95.085,158.1067036016755
385,244.6625,283.94043969126477,385,84.36250000000001,85.36,385,89.70750000000001,107.05473566724294
386,92.7575,87.00080800030726,386,84.1575,85.36,386,140.4225,107.50006513404348
387,298.64,304.3935174670028,387,84.17999999999999,85.36,387,88.905,107.02615583405776
388,292.9925,305.40027490029024,388,84.17999999999999,85.36,388,157.48999999999998,114.15019444077863
389,248.4375,280.84486764788903,389,84.465,85.36,389,139.6975,106.90256278040091
390,301.89,304.0797615643819,390,84.16,85.36,390,88.52250000000001,107.76791558359821
391,194.16,195.28491906952732,391,84.17999999999999,85.36,391,89.21000000000001,113.29820074693883
392,300.525,304.30414503925994,392,84.295,85.36,392,243.0025,313.78920654330665
393,289.4525,305.59379639864824,393,84.22749999999999,85.36,393,290.715,305.4209965002967
394,196.65749999999997,240.63814604105517,394,84.17999999999999,85.36,394,288.5325,302.3142335334294
395,301.59499999999997,304.543504132238,395,84.22,85.36,395,316.5025,303.9084354290161
396,303.6225,305.3083335913775,396,84.19999999999999,85.36,396,305.6625,302.2374031482035
397,301.2125,305.7943805423827,397,84.16,85.36,397,316.4225,305.16031903203134
398,291.025,304.8581950652213,398,84.17999999999999,85.36,398,320.7425,303.78994106072
399,250.09249999999997,226.33461812483557,399,84.2,85.36,399,269.2325,241.4692030408339
400,300.91499999999996,304.2575524940728,400,84.16,85.36,400,91.375,113.62288413421426
401,299.31,301.2387150609253,401,84.2475,85.36,401,146.98499999999999,108.5396442917336
402,312.3625,304.2991924408626,402,84.22,85.36,402,89.4375,114.04968871207865
403,301.34749999999997,301.17525810124937,403,84.18,85.36,403,140.695,108.08224978739412
404,302.5575,304.6195499307941,404,84.16,85.36,404,141.1925,107.10290108923358
405,255.45,284.80275482561876,405,84.2875,85.36,405,88.80000000000001,107.2367072111388
406,299.93,304.3905734458839,406,84.19999999999999,88.61811894705119,406,88.73249999999999,108.83303747712549
407,92.75750000000001,90.05619696218689,407,134.08999999999997,150.6092951271473,407,140.53,114.28459961383142
408,297.8975,304.47683587151215,408,84.38250000000001,85.36,408,139.75750000000002,107.3706638633802
409,247.6,250.31734233756333,409,84.47,85.36,409,88.3775,114.10807383846078
410,299.0325,304.2573650308208,410,84.19999999999999,85.36,410,88.20500000000001,107.41118188267706
411,299.08750000000003,301.24053451899147,411,84.22,85.36,411,121.91,107.93954690048012
412,292.01,304.73817729621004,412,84.2475,85.36,412,133.46250000000003,108.54112538802933
413,301.5975,305.5648964521614,413,84.2475,85.36,413,110.215,115.05284230348235
414,297.6175,305.32770120526175,414,84.18,85.36,414,157.33249999999998,115.71513265792123
415,346.95250000000004,318.535135219244,415,84.17999999999999,85.36,415,160.185,114.15248829201973
416,301.2525,302.1269856718915,416,84.22749999999999,85.36,416,142.61,115.8217685869908
417,294.2925,305.4300756893146,417,84.2475,85.36,417,142.3475,107.21507174304352
418,292.3025,306.4900209034151,418,84.43,85.36,418,157.12,114.51837227065403
419,292.3875,301.63833083810107,419,84.36250000000001,85.36,419,139.5375,106.56282314047127
420,305.41,306.1536513474151,420,84.18,85.36,420,147.0675,113.71664869829925
421,295.8125,302.22415851696405,421,84.22,85.36,421,138.4375,107.58890983147708
422,300.185,306.8992574086773,422,84.19999999999999,85.36,422,138.1,107.89816770317367
423,300.1875,306.42956028429353,423,84.295,85.36,423,87.1275,107.29382649566874
424,298.43,301.7214238388464,424,84.16,85.36,424,139.08,114.65358046236285
425,149.82750000000001,189.93646576627256,425,84.22749999999999,85.36,425,138.9225,102.88550768583589
426,298.075,304.3009690498999,426,84.26750000000001,85.36,426,86.8825,85.08
427,299.275,305.24031901839135,427,84.2,85.36,427,86.8025,88.44380352224469
428,145.665,156.71943240349879,428,84.2475,85.36,428,135.86499999999998,115.03008907561812
429,275.53749999999997,296.08256131137347,429,84.4025,85.36,429,122.41499999999999,107.52020667790494
430,302.57500000000005,304.32064146746285,430,84.335,85.36,430,86.86,114.80504270196948
431,301.975,305.6692342668071,431,84.47,85.36,431,126.1175,114.61047926789578
432,290.885,305.0679847730611,432,84.2475,85.36,432,133.075,107.30613024559285
433,244.70000000000002,259.52289069561914,433,84.36250000000001,85.36,433,150.95749999999998,108.0849455702393
434,302.355,304.3076333523512,434,84.3825,85.36,434,135.1825,114.12572582725878
435,303.7925,305.05638269074825,435,84.43,85.36,435,162.48,115.4517576680739
436,305.67999999999995,300.4329352104301,436,84.47,85.36,436,117.8125,113.95953647893285
437,289.27750000000003,305.2601889937897,437,84.39500000000001,85.36,437,141.4,107.32178137103253
438,199.57999999999998,141.48844696100716,438,84.8425,85.36,438,321.7975,308.5511490884324
439,250.53749999999997,293.4674822316597,439,84.3825,85.36,439,300.66,305.7055645218263
440,251.83,304.3093227930928,440,84.39250000000001,85.36,440,302.09250000000003,304.20092667107303
441,301.36249999999995,284.9227274359099,441,84.375,85.36,441,293.22,302.7429911736988
442,251.0025,304.1931902807554,442,84.38250000000001,85.36,442,141.20499999999998,135.0856524553433
443,297.21500000000003,301.31474383885563,443,84.47,85.36,443,88.1575,107.33810674505749
444,315.16499999999996,304.2321215274983,444,84.36250000000001,85.36,444,139.45000000000002,107.43673416574428
445,196.86749999999998,138.71819196373158,445,84.3825,85.36,445,135.05249999999998,107.8157632204626
446,322.37750000000005,304.3561999549273,446,83.935,85.36,446,87.4725,107.83117185387275
447,299.2925,301.1331645131311,447,83.995,85.36,447,112.225,107.52017602508849
448,297.62,305.1276217106298,448,84.0175,85.36,448,130.1375,114.95805425918488
449,296.70000000000005,304.9749357178337,449,84.14250000000001,85.36,449,93.94,106.95073751461436
450,305.2025,300.3894205871726,450,84.0625,85.36,450,156.97,103.71519991062755
451,302.3025,300.414609678423,451,83.83,85.36,451,86.94,85.08
452,298.22,306.4084672922294,452,83.83,85.36,452,86.8575,88.407231990468
453,304.3675,304.3851121680441,453,83.9125,85.36,453,313.835,314.4157341414083
454,228.8725,177.11161936116318,454,83.9125,85.36,454,320.135,304.38630632999786
455,248.885,304.38386163352664,455,84.06,85.36,455,296.02750000000003,301.73070140762394
456,303.9925,301.09820379873054,456,83.875,85.36,456,303.5375,305.36278640942544
457,297.02,305.1504202126445,457,83.9775,85.36,457,293.74,302.2403523211765
458,294.13249999999994,304.80755682403037,458,84.1,86.0544883399223,458,157.1175,178.77883613802865
459,199.845,180.28322652175663,459,238.7475,301.0245863472645,459,88.9425,114.12165157159637
460,248.885,293.13363479096535,460,290.715,300.6022971901251,460,141.2375,107.22733010807319
461,324.27,304.36108363221297,461,290.64000000000004,300.6277589806409,461,136.2,113.4906840787915
462,300.8825,301.1187734775942,462,288.5825,300.65317625379043,462,137.10250000000002,114.18596794479592
463,297.66999999999996,304.5132682178469,463,290.3425,300.6785494588029,463,88.00750000000001,117.76764650455962
464,301.7175,300.641410109061,464,288.425,300.7038798844927,464,90.285,107.24088399732177
465,296.40250000000003,305.0967286712526,465,289.275,300.7291651047723,465,118.65,114.50312386345131
466,302.99249999999995,301.32429752331524,466,294.05499999999995,300.75440764022267,466,133.76000000000002,113.80024847364113
467,268.9325,304.0890334169603,467,191.58750000000003,246.04020527323246,467,97.1525,108.81131088754773
468,297.9225,300.38852059889547,468,87.13499999999999,85.36,468,162.6025,114.93401668556173
469,302.24,300.6544991801914,469,86.8125,85.36,469,146.2,103.10628140769758
470,265.92,305.0364108692435,470,86.465,85.36,470,87.3675,89.05235576671896
471,299.9475,279.37719365401074,471,86.16,85.36,471,169.1725,109.21995068366802
472,247.675,304.29493824677684,472,86.1375,85.36,472,87.27749999999999,89.08227654500335
473,294.43500000000006,306.3255647795828,473,85.9725,85.36,473,139.53,103.29686615770194
474,296.78000000000003,297.5609406423405,474,85.905,85.36,474,87.06,89.36864645284516
475,146.2075,87.23683800803434,475,85.77000000000001,85.36,475,144.24,114.1454924368437
476,245.7025,304.3415568401856,476,85.74749999999999,85.36,476,178.24249999999998,130.93481869571946
477,316.2425,305.3181241172705,477,85.7025,85.36,477,87.3925,109.62254840392931
478,146.61,92.68851065093727,478,85.6425,85.36,478,87.0225,88.94983046277962
479,323.60249999999996,304.3983384226934,479,85.62,85.36,479,136.025,114.55480730218677
480,144.305,106.08287012662123,480,85.61,85.36,480,136.43,113.56064626806652
481,246.47000000000003,304.380060703121,481,85.5275,85.36,481,138.82000000000002,116.33941695112276
482,301.9325,300.39353038952765,482,85.38,85.36,482,88.875,113.86487610076928
483,302.8425,300.4187125473426,483,85.44,85.36,483,134.67000000000002,113.37050605155252
484,293.22249999999997,305.56715162249395,484,85.36,85.36,484,105.7525,107.42706270384198
485,299.05,301.38852294566976,485,85.075,85.36,485,167.555,123.21719801881927
486,301.85999999999996,304.26642294448203,486,84.8775,85.36,486,136.75,114.48262008657625
487,251.685,198.6755890070095,487,84.7525,85.36,487,125.2725,114.69661405672906
488,248.12,304.308984122725,488,84.61,85.36,488,157.5675,114.09662349126849
489,282.9825,306.1798137489237,489,84.75,85.36,489,390.365,333.35735292942184
490,316.1575,304.74947303885807,490,84.77250000000001,85.36,490,313.2425,307.04323247277466
491,146.10750000000002,120.95831134877392,491,84.77250000000001,85.36,491,341.025,309.6374360616735
492,248.8175,304.37511235070554,492,84.855,85.36,492,336.2475,310.79811255179897
493,321.09749999999997,305.57599042955,493,84.85,85.36,493,320.505,309.54394753538173
494,298.3725,305.6573040071121,494,84.6275,85.36,494,267.43,307.0716375473424
495,325.34749999999997,304.388174307197,495,84.6275,85.36,495,293.59999999999997,308.5924180055212
496,298.3775,301.0819869139167,496,84.4675,85.36,496,278.33500000000004,307.27140224722876
497,292.17,304.8496430343888,497,84.65,85.36,497,307.24,313.2389677517149
498,301.305,301.01629145232886,498,84.77250000000001,85.36,498,292.15250000000003,305.0292690933554
499,302.97,305.60445438633593,499,84.4675,85.36,499,303.1875,307.1690787568994
500,294.515,304.69549647770265,500,84.73,85.36,500,298.5375,300.74734055923653
501,299.27750000000003,301.4041559498264,501,84.69000000000001,85.36,501,296.9375,308.1692492214748
502,301.38750000000005,304.3625943221303,502,84.59,85.36,502,263.90500000000003,230.87413825117548
503,195.9975,169.09870938204278,503,84.67,85.36,503,90.365,89.57226016389708
504,248.14249999999998,304.32577159655443,504,84.71000000000001,85.36,504,129.89999999999998,111.81418551575509
505,295.57000000000005,305.4783397778368,505,84.67,85.36,505,88.605,88.87245551598048
506,282.6175,300.5134535497794,506,84.73,85.36,506,88.77000000000001,114.76738772240176
507,296.545,305.7995494964754,507,84.5675,85.36,507,134.0725,140.34467396764438
508,146.02499999999998,97.2142681556615,508,84.75,85.36,508,90.985,114.37415395952101
509,243.6875,304.3845830696359,509,84.63,85.36,509,108.275,118.84442263120482
510,302.5225,305.6990257777693,510,84.73,85.36,510,88.22749999999999,113.59658206037821
511,323.6175,305.50268789036005,511,84.54750000000001,85.36,511,105.20750000000001,118.18068104372998
512,281.09749999999997,304.9084562395745,512,84.51,85.36,512,104.545,118.49417935326535
513,300.8025,301.1919966112612,513,84.0925,85.36,513,240.6225,314.75325428140593
514,296.48,304.7033701498384,514,84.0925,85.36,514,296.8575,305.3931043745534
515,143.335,136.6453191280085,515,84.13749999999999,85.36,515,294.8775,302.31724118600846
516,297.8425,304.3861270494775,516,84.25,85.36,516,297.235,305.2623216206362
517,299.7275,305.4505474501758,517,84.16,85.36,517,294.975,305.2317878421174
518,294.1325,301.12539552577175,518,84.115,85.36,518,297.755,305.2465023731197
519,300.5825,304.2465943346467,519,84.115,85.36,519,142.745,152.7603633736913
520,252.29749999999999,220.07333508016893,520,84.13749999999999,85.36,520,93.85499999999999,107.187651551778
521,267.99,304.1311883203539,521,84.1575,85.36,521,89.055,109.93291028870358
522,298.4625,300.3910485137148,522,84.295,85.36,522,88.45499999999998,89.34190137167028
523,297.7575,300.60606138529096,523,84.13749999999999,85.36,523,95.2225,114.3274717972282
524,325.995,305.4763193785751,524,84.115,85.36,524,92.69749999999999,113.70248855062766
525,296.4,301.2836705030871,525,84.13749999999999,85.36,525,88.29500000000002,113.83857383950806
526,331.64,305.0946485373485,526,84.13749999999999,85.36,526,90.065,114.14955259800189
527,335.7075,288.56196409520066,527,84.115,85.36,527,88.33250000000001,107.15963549096239
528,242.67249999999999,305.4026579916409,528,84.13749999999999,85.36,528,90.52749999999999,115.20983514348022
529,291.24249999999995,300.85593499495684,529,84.13749999999999,85.36,529,88.435,113.51278532980085
530,321.40749999999997,305.5575150911334,530,84.0925,85.36,530,88.2625,114.67687976050861
531,207.2525,183.1091102430278,531,84.13749999999999,85.36,531,240.865,309.80993520132677
532,247.0075,304.2709232717005,532,84.13749999999999,85.36,532,293.1425,306.97113449361166
533,301.6975,301.2252630927207,533,84.1825,85.36,533,293.53249999999997,300.5259357378271
534,292.8375,304.892600476045,534,84.27250000000001,85.36,534,295.88,301.71507373451936
535,290.1725,305.3224434264755,535,84.16,85.36,535,188.61,168.92348960208787
536,197.41,165.99525617472156,536,84.13749999999999,85.36,536,89.325,107.58653261503449
537,314.4475,304.31505826448563,537,84.115,85.36,537,108.91499999999999,109.8796009482393
538,287.985,305.1776422450572,538,84.16,85.36,538,88.33,85.08
539,298.6875,300.3933182667156,539,84.115,85.36,539,88.09375000000001,87.8519604587762
540,300.35249999999996,300.8492616943923,540,84.13749999999999,85.36,540,88.005,115.89084635604533
541,295.40749999999997,305.4558941164182,541,84.13749999999999,85.36,541,139.4975,114.13978626363983
542,264.41249999999997,301.51104687587326,542,84.205,85.36,542,157.7475,115.44659922347387
543,294.065,304.9244893444077,543,84.115,85.36,543,177.57750000000001,124.66545795788926
544,328.02250000000004,305.19792542641306,544,84.16,85.36,544,87.98500000000001,106.9771258993088
545,299.8275,300.45853324785344,545,84.27250000000001,85.36,545,88.435,107.89459095997611
546,294.275,306.33368898046024,546,84.115,85.36,546,87.7975,114.49737461880704
547,289.8825,304.52561057354046,547,84.1825,85.36,547,139.2325,113.7938479375079
548,290.88250000000005,300.7934397982433,548,84.115,85.36,548,241.70250000000004,304.6317967290773
549,293.84000000000003,305.5834665440862,549,84.13749999999999,85.36,549,292.0075,318.4425962149252
550,288.82,300.7644180890971,550,84.27250000000001,85.36,550,290.18,310.71514203229276
551,293.8225,305.8066893586467,551,84.27250000000001,85.36,551,293.44,306.2975345660914
552,289.8175,305.6872554875976,552,84.25,85.36,552,291.56,308.00898796587757
553,144.4425,189.55585469448664,553,84.205,85.36,553,285.71000000000004,303.7740881924195
554,246.57999999999998,304.59017378914405,554,84.16,85.36,554,263.91499999999996,308.83932785002236
555,274.78499999999997,313.06955846061123,555,84.295,85.36,555,293.8975,302.8942249536635
556,270.57,301.03902000208575,556,84.25,85.36,556,226.98250000000002,156.07565008574977
557,319.72499999999997,305.71017476447145,557,84.3175,85.36,557,151.195,118.62997356726059
558,292.605,300.7636029441192,558,85.38,85.36,558,88.92750000000001,114.70770952787056
559,301.695,300.9168448534859,559,84.27250000000001,85.36,559,90.70750000000001,123.17899532166903
560,332.8725,305.1973174666484,560,84.25,85.36,560,88.56,119.15030031911846
561,261.1775,301.3289275735182,561,84.3175,85.36,561,140.025,113.91511413410709
562,296.91,305.4452218138663,562,84.22749999999999,85.36,562,157.12,114.1347759328965
563,276.2375,283.2849930898275,563,84.34,85.36,563,88.0325,113.78962819076413
564,249.0775,304.9092323988974,564,84.5275,85.36,564,88.0075,107.20860464233668
565,301.78249999999997,300.4445247755508,565,84.36250000000001,85.36,565,87.915,108.20974653872857
566,295.48,305.62869488420415,566,84.3375,85.36,566,137.6175,113.80167496192692
567,295.2575,300.50016657914273,567,84.36250000000001,85.36,567,192.56,232.36413078911366
568,300.345,300.5236990482255,568,84.34,85.36,568,90.89,114.07282846722082
569,298.6575,305.07283234061117,569,84.36250000000001,85.36,569,144.455,128.15892655988617
570,302.3825,300.39270781035304,570,84.36250000000001,85.36,570,136.8475,114.50813688819102
571,294.1975,305.3392739166119,571,84.385,85.36,571,493.5825,358.64768297514024
572,215.51500000000001,206.48106373061398,572,84.4075,85.36,572,305.365,312.8802006468593
573,247.8,304.4325471748847,573,84.36250000000001,85.36,573,346.4125,317.90251847790876
574,328.0975,305.4300913220883,574,84.4075,85.36,574,326.2,311.2010087559844
575,198.0125,177.30208744322923,575,84.34,85.36,575,299.03999999999996,307.89873648019693
576,335.33500000000004,304.30705038366705,576,84.385,85.36,576,284.105,312.00235551145187
577,294.3675,306.27250566194124,577,84.43,85.36,577,365.20000000000005,329.5468567736698
578,301.55999999999995,304.43723310601604,578,84.36250000000001,85.36,578,304.985,310.5613145535908
579,297.84000000000003,300.3969764050417,579,84.385,85.36,579,272.49,311.65728897415147
580,144.4475,110.14795306807115,580,83.95,85.36,580,308.0025,308.8279895966646
581,301.3975,304.64633191551354,581,84.0775,85.36,581,300.8825,308.02085299899534
582,298.0,300.81251273276297,582,83.9725,85.36,582,323.3,311.07871665065363
583,291.02750000000003,305.5296196498938,583,84.00999999999999,85.36,583,300.1825,310.6521345619748
584,303.3775,305.15606599801174,584,84.055,85.36,584,262.8675,305.5533442347673
585,283.04999999999995,305.2656731853323,585,84.0925,85.36,585,294.8,308.5544584976334
586,146.1175,122.15089561027226,586,84.0325,85.36,586,195.10250000000002,232.29807097687927
587,246.6825,304.2253264725074,587,84.115,85.36,587,90.77999999999999,118.57464587226141
588,249.435,301.28200736526514,588,84.205,85.36,588,90.86,107.89512836505887
589,328.28,304.6866513392446,589,84.0325,85.36,589,89.835,113.10203586322518
590,289.0575,285.86843716874205,590,84.0925,85.36,590,139.835,125.76247864087152
591,321.78249999999997,284.85290299398986,591,84.16,85.36,591,153.04,124.83486942043726
592,249.95499999999998,304.22414043137985,592,84.16,85.36,592,90.0075,113.86375272421591
593,301.2425,301.23932854974225,593,84.16,85.36,593,138.59,114.23376319245023
594,288.905,312.96400118132334,594,84.33500000000001,85.36,594,175.30750000000003,123.2961663312702
595,281.2625,301.6538423722624,595,84.2475,85.36,595,245.97249999999997,308.82320216570065
596,292.775,305.087070253068,596,84.13749999999999,85.36,596,302.6975,306.3373946021691
597,291.3175,301.9509475096325,597,84.18,85.36,597,307.78,307.55287727212146
598,293.44250000000005,304.37496203597726,598,84.22749999999999,85.36,598,288.6925,304.897191699041
599,299.88,305.79186480918474,599,84.17999999999999,85.36,599,128.5475,128.62069859634482
600,280.12,304.9406504538206,600,84.2675,85.36,600,118.2325,114.26808884298197
601,144.54500000000002,104.9035683420401,601,84.1,85.36,601,108.1125,113.64373428549209
602,309.745,296.0563370517044,602,84.17999999999999,85.36,602,138.4775,123.04002321872903
603,294.73499999999996,304.5149917656297,603,84.19999999999999,85.36,603,92.4075,113.79265144229288
604,146.57750000000001,141.7091571013961,604,84.16,85.36,604,123.0025,123.66137537538877
605,244.34249999999997,304.6354037610695,605,84.1,85.36,605,148.33,130.84857096159027
606,299.8825,286.25969548520436,606,84.22749999999999,85.36,606,181.39249999999998,124.90179635881003
607,92.39500000000001,87.01995855285645,607,84.27125000000001,85.36,607,99.975,124.31546707421228
608,304.0575,304.5112637991063,608,84.24,85.36,608,95.28999999999999,118.77714379055568
609,298.3675,305.03708346178394,609,84.17999999999999,85.36,609,89.9025,119.16223260884254
610,143.705,113.32872980321383,610,84.18,85.36,610,138.83499999999998,114.05903517488372
611,245.8225,304.3545182995106,611,84.17999999999999,85.36,611,88.60750000000002,113.06350001325123
612,300.1025,301.1392580408486,612,84.17999999999999,85.36,612,480.24249999999995,355.6467085975988
613,298.28749999999997,305.5588531948788,613,84.19999999999999,85.36,613,310.35,311.2749606391295
614,307.7475,286.0047332423682,614,84.16,85.36,614,310.59,311.0285023404772
615,311.175,304.2411279819694,615,84.16,85.36,615,307.4725,310.93885351367413
616,300.4875,260.76288637777253,616,84.315,85.36,616,314.46,312.2255718307592
617,328.65999999999997,304.33834973600335,617,84.17999999999999,85.36,617,290.39,313.40359227367594
618,144.78,103.11186078699458,618,84.17999999999999,85.36,618,314.98,310.7597183970673
619,328.735,299.087988124977,619,84.295,85.36,619,310.0625,311.26412468707576
620,144.73000000000002,86.97310971417,620,84.17999999999999,85.36,620,260.3625,312.87482762156395
621,325.4075,304.3229952580526,621,84.19999999999999,85.36,621,306.3325,312.2095997810741
622,277.08,263.60003817144684,622,84.22749999999999,85.36,622,297.625,307.6037952641581
623,246.6875,304.3716040303731,623,84.36250000000001,85.36,623,295.03499999999997,309.0560116060784
624,302.03,305.5297693339838,624,84.36250000000001,85.36,624,346.6375,323.71249362738655
625,296.24249999999995,288.3692090990282,625,84.39500000000001,85.36,625,320.115,306.9679239352449
626,247.36499999999998,304.3063826366901,626,84.295,85.36,626,309.8175,306.9726201004159
627,294.2125,305.30152251211916,627,84.315,85.36,627,295.275,306.9520201503866
628,145.97750000000002,111.93710158949182,628,84.295,85.36,628,250.565,235.85098592899513
629,246.46749999999997,304.498544057779,629,84.34,85.36,629,144.095,123.39363333307725
630,296.5625,305.408062035052,630,84.45,85.36,630,91.345,117.9962459291588
631,197.42000000000002,177.63408241740115,631,84.36250000000001,85.36,631,135.515,119.70108527864858
632,248.51250000000002,298.95102825293117,632,84.38250000000001,85.36,632,297.685,309.9717032422108
633,323.255,304.2568575577651,633,84.295,85.36,633,295.115,304.3314114869644
634,300.09749999999997,301.2191048448758,634,84.36250000000001,85.36,634,298.67249999999996,308.544671118833
635,293.375,304.91464189478495,635,84.36250000000001,85.36,635,297.4525,307.07657539563587
636,296.85749999999996,300.6843922260947,636,84.4625,85.36,636,169.7525,177.65660495588037
637,301.77500000000003,300.6188888112556,637,84.38250000000001,85.36,637,387.815,322.60429568325276
638,338.5875,305.0861227400832,638,84.45,85.36,638,296.095,307.6028602211288
639,299.975,300.3952148120717,639,84.38250000000001,85.36,639,301.71250000000003,307.3857588458987
640,293.51750000000004,305.62275684530175,640,84.43,85.36,640,296.40749999999997,306.52940349441917
641,196.3275,162.5131651193138,641,84.43,85.36,641,298.98,310.58308398130094
642,249.39249999999998,304.2734864186657,642,84.4025,85.36,642,246.64999999999998,308.7662429230303
643,301.99249999999995,300.3938693651235,643,84.51,85.36,643,293.6725,306.05064874372556
644,298.615,305.71867809227007,644,84.36250000000001,85.36,644,294.52500000000003,307.0678425302097
645,248.37249999999997,214.01865980411824,645,84.43,85.36,645,253.47000000000003,245.3165813496422
646,274.9425,304.2812392115212,646,84.36250000000001,85.36,646,340.17999999999995,313.1989842139
647,298.1525,301.21354144110586,647,84.22749999999999,85.36,647,142.5525,144.05870613941593
648,296.7875,304.7580270621997,648,84.0975,85.36,648,300.6425,312.31714181504674
649,302.84749999999997,281.86027580657515,649,84.2475,85.36,649,292.175,307.08111791719955
