method,node_id,row,rack,node,file,generation_mode,timing_mode,num_requests,seed,status,reason,num_timesteps,min_power_w,max_power_w,mean_power_w
splitwise_strict,199,8,1,3,splitwise_strict/node_8_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12757,200833,evaluated,,345600,571.6218749999997,3256.873286132812,833.1775911705416
splitwise_strict,200,8,2,0,splitwise_strict/node_8_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13007,201842,evaluated,,345600,571.6218749999997,3256.8834374999997,839.6499787833085
splitwise_strict,201,8,2,1,splitwise_strict/node_8_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12896,202851,evaluated,,345600,571.6218749999997,3256.8631347656246,834.9044423151937
splitwise_strict,202,8,2,2,splitwise_strict/node_8_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12628,203860,evaluated,,345600,571.6218749999997,3256.8631347656246,832.1430200935312
splitwise_strict,203,8,2,3,splitwise_strict/node_8_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12953,204869,evaluated,,345600,571.6218749999997,3256.8631347656246,835.9436117372894
splitwise_strict,204,8,3,0,splitwise_strict/node_8_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12616,205878,evaluated,,345600,571.6218749999997,3256.8631347656246,834.0644594721215
splitwise_strict,205,8,3,1,splitwise_strict/node_8_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12862,206887,evaluated,,345600,571.6218749999997,3256.873286132812,837.5206007702153
splitwise_strict,206,8,3,2,splitwise_strict/node_8_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12932,207896,evaluated,,345600,571.6218749999997,3256.8631347656246,833.4394757989156
splitwise_strict,207,8,3,3,splitwise_strict/node_8_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12782,208905,evaluated,,345600,571.6218749999997,3256.873286132812,832.3782063885756
splitwise_strict,208,8,4,0,splitwise_strict/node_8_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12816,209914,evaluated,,345600,571.6218749999997,3256.76162109375,831.5581886719438
splitwise_strict,209,8,4,1,splitwise_strict/node_8_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12844,210923,evaluated,,345600,571.6218749999997,3256.8631347656246,838.4899425367806
splitwise_strict,210,8,4,2,splitwise_strict/node_8_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12848,211932,evaluated,,345600,571.6218749999997,3256.8834374999997,832.5386088283148
splitwise_strict,211,8,4,3,splitwise_strict/node_8_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12875,212941,evaluated,,345600,571.6218749999997,3256.873286132812,834.6628358548832
splitwise_strict,212,8,5,0,splitwise_strict/node_8_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12863,213950,evaluated,,345600,571.6218749999997,3256.873286132812,831.3315210051717
splitwise_strict,213,8,5,1,splitwise_strict/node_8_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12710,214959,evaluated,,345600,571.6218749999997,3256.8834374999997,829.8425602903587
splitwise_strict,214,8,5,2,splitwise_strict/node_8_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12908,215968,evaluated,,345600,571.6218749999997,3256.873286132812,833.0256047319631
splitwise_strict,215,8,5,3,splitwise_strict/node_8_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12729,216977,evaluated,,345600,571.6218749999997,3256.873286132812,830.2077628319594
splitwise_strict,216,9,0,0,splitwise_strict/node_9_0_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12884,217986,evaluated,,345600,571.6218749999997,3256.8631347656246,838.3527170907463
splitwise_strict,217,9,0,1,splitwise_strict/node_9_0_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12549,218995,evaluated,,345600,571.6218749999997,3256.8834374999997,824.4278714576379
splitwise_strict,218,9,0,2,splitwise_strict/node_9_0_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12763,220004,evaluated,,345600,571.6218749999997,3256.873286132812,830.849720367331
splitwise_strict,219,9,0,3,splitwise_strict/node_9_0_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12866,221013,evaluated,,345600,571.6218749999997,3256.8631347656246,836.596858150177
splitwise_strict,220,9,1,0,splitwise_strict/node_9_1_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12846,222022,evaluated,,345600,571.6218749999997,3256.873286132812,833.8683100488761
splitwise_strict,221,9,1,1,splitwise_strict/node_9_1_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12919,223031,evaluated,,345600,571.6218749999997,3256.8225292968746,838.6822901669227
splitwise_strict,222,9,1,2,splitwise_strict/node_9_1_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12788,224040,evaluated,,345600,571.6218749999997,3256.873286132812,831.1741960499296
splitwise_strict,223,9,1,3,splitwise_strict/node_9_1_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12535,225049,evaluated,,345600,571.6218749999997,3256.8834374999997,835.252556477554
splitwise_strict,224,9,2,0,splitwise_strict/node_9_2_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12724,226058,evaluated,,345600,571.6218749999997,3256.8834374999997,832.0349031945498
splitwise_strict,225,9,2,1,splitwise_strict/node_9_2_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12621,227067,evaluated,,345600,571.6218749999997,3256.873286132812,829.6722926300337
splitwise_strict,226,9,2,2,splitwise_strict/node_9_2_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12493,228076,evaluated,,345600,571.6218749999997,3256.8834374999997,829.0504895399487
splitwise_strict,227,9,2,3,splitwise_strict/node_9_2_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12755,229085,evaluated,,345600,571.6218749999997,3256.8631347656246,838.1560865679271
splitwise_strict,228,9,3,0,splitwise_strict/node_9_3_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12790,230094,evaluated,,345600,571.6218749999997,3256.8834374999997,828.3698998017954
splitwise_strict,229,9,3,1,splitwise_strict/node_9_3_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12837,231103,evaluated,,345600,571.6218749999997,3256.8834374999997,829.0902709992529
splitwise_strict,230,9,3,2,splitwise_strict/node_9_3_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12915,232112,evaluated,,345600,571.6218749999997,3256.8022265624995,833.5378655023335
splitwise_strict,231,9,3,3,splitwise_strict/node_9_3_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12863,233121,evaluated,,345600,571.6218749999997,3256.873286132812,831.2915628987993
splitwise_strict,232,9,4,0,splitwise_strict/node_9_4_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,13044,234130,evaluated,,345600,571.6218749999997,3256.8834374999997,837.6810367795929
splitwise_strict,233,9,4,1,splitwise_strict/node_9_4_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12814,235139,evaluated,,345600,571.6218749999997,3256.873286132812,831.1755969932374
splitwise_strict,234,9,4,2,splitwise_strict/node_9_4_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12660,236148,evaluated,,345600,571.6218749999997,3256.8631347656246,829.2364181707214
splitwise_strict,235,9,4,3,splitwise_strict/node_9_4_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12650,237157,evaluated,,345600,571.6218749999997,3256.8834374999997,827.0433488267039
splitwise_strict,236,9,5,0,splitwise_strict/node_9_5_0.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12923,238166,evaluated,,345600,571.6218749999997,3256.8834374999997,835.9812922919297
splitwise_strict,237,9,5,1,splitwise_strict/node_9_5_1.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12933,239175,evaluated,,345600,571.6218749999997,3256.8428320312496,831.8122503716469
splitwise_strict,238,9,5,2,splitwise_strict/node_9_5_2.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12958,240184,evaluated,,345600,571.6218749999997,3256.8834374999997,837.8118868769099
splitwise_strict,239,9,5,3,splitwise_strict/node_9_5_3.npy,splitwise_style_lut,splitwise_prompt_biased_preemptive_fifo,12690,241193,evaluated,,345600,571.6218749999997,3256.873286132812,828.7159141062286
