run_id,model,hardware,family,tp,rate,role,surface_supported,interpolated_power_bins,seconds,energy_error_pct,rmse_w_per_gpu,nrmse_range,ks_agreement,acf_r2
160,deepseek-r1-distill-8b,H100,dense-8b,1,4.0,heldout_model,True,11,624,3.9597377376970497,20.153074059582334,0.05936497723584706,0.28525641025641024,0.8349638666582981
161,deepseek-r1-distill-8b,H100,dense-8b,1,4.0,heldout_model,True,12,624,3.8657386176106505,19.56925094246617,0.06032351826410231,0.28685897435897434,0.8774314413626692
162,deepseek-r1-distill-8b,H100,dense-8b,2,0.125,heldout_model,True,16,607,0.4180751284645874,6.224841857602289,0.02285624746914242,0.49588138385502467,0.9989433924099578
163,deepseek-r1-distill-8b,H100,dense-8b,2,0.125,heldout_model,True,20,607,0.4378162898838724,6.019106103511729,0.021863509318386348,0.46457990115321257,0.99835154171135
164,deepseek-r1-distill-8b,H100,dense-8b,2,0.125,heldout_model,True,28,607,0.4634764496902974,6.3970475776138835,0.023281674789099364,0.443163097199341,0.9984666014082363
165,deepseek-r1-distill-8b,H100,dense-8b,2,0.25,heldout_model,True,18,583,1.1105388743505447,8.363377846848442,0.03066962914949406,0.7547169811320755,0.9984019482426013
166,deepseek-r1-distill-8b,H100,dense-8b,2,0.25,heldout_model,True,17,583,0.7311691284003379,8.954663080840614,0.03258433157156844,0.6295025728987993,0.9986798197055888
167,deepseek-r1-distill-8b,H100,dense-8b,2,0.25,heldout_model,True,21,583,1.018747205974287,10.536112976431902,0.038222273328158474,0.7461406518010292,0.9989038201195309
168,deepseek-r1-distill-8b,H100,dense-8b,2,0.5,heldout_model,True,18,604,1.2389969146149842,11.029579305882583,0.04022274442588336,0.8443708609271523,0.998230270357702
169,deepseek-r1-distill-8b,H100,dense-8b,2,0.5,heldout_model,True,22,604,1.4058924685824519,12.296197103557878,0.04478265356845246,0.8576158940397351,0.998501071210043
170,deepseek-r1-distill-8b,H100,dense-8b,2,0.5,heldout_model,True,17,604,1.4351028896158107,10.153156383194952,0.0369425662851786,0.8460264900662251,0.9989066879862862
171,deepseek-r1-distill-8b,H100,dense-8b,2,1.0,heldout_model,True,16,611,1.444952563641742,10.842680547239015,0.03947547927181004,0.8576104746317512,0.9965829468533806
172,deepseek-r1-distill-8b,H100,dense-8b,2,1.0,heldout_model,True,16,611,1.5907226542703257,10.871793761242845,0.03973390991445208,0.8297872340425532,0.99738682638436
173,deepseek-r1-distill-8b,H100,dense-8b,2,1.0,heldout_model,True,17,611,1.6103889758354513,10.297365745352314,0.03760221196038808,0.8216039279869066,0.997600377966867
174,deepseek-r1-distill-8b,H100,dense-8b,2,2.0,heldout_model,True,12,609,1.2325669534867612,9.128570688261489,0.033006962877665115,0.7405582922824302,0.9944849422085199
175,deepseek-r1-distill-8b,H100,dense-8b,2,2.0,heldout_model,True,11,609,1.2279351583370988,8.948004181324775,0.032171587163818634,0.7405582922824302,0.9945939018631487
176,deepseek-r1-distill-8b,H100,dense-8b,2,2.0,heldout_model,True,16,609,1.3476593742446974,9.329701678716953,0.033573362404969304,0.7307060755336617,0.9956694511956524
177,deepseek-r1-distill-8b,H100,dense-8b,2,4.0,heldout_model,True,12,622,1.0214015773698106,6.889128821123841,0.02435622862439313,0.6463022508038585,0.8172207880317462
178,deepseek-r1-distill-8b,H100,dense-8b,2,4.0,heldout_model,True,12,622,1.0397246028045275,7.39522455186029,0.026641177478568413,0.6189710610932475,0.8676951288336314
179,deepseek-r1-distill-8b,H100,dense-8b,2,4.0,heldout_model,True,10,622,0.9782787794202236,6.865979423653819,0.024988097039901704,0.6430868167202572,0.8132411925884717
180,deepseek-r1-distill-8b,H100,dense-8b,4,0.125,heldout_model,True,15,607,2.7065870172848765,7.0171986017898265,0.034585263244536646,0.2454695222405272,0.9981144599151666
181,deepseek-r1-distill-8b,H100,dense-8b,4,0.125,heldout_model,True,22,607,2.585945239168865,6.835661054515949,0.03351317350713025,0.25700164744645804,0.9986336311539712
182,deepseek-r1-distill-8b,H100,dense-8b,4,0.125,heldout_model,True,28,607,2.806913979317336,7.121387539147954,0.034809899771899876,0.24217462932454692,0.9970657257719597
183,deepseek-r1-distill-8b,H100,dense-8b,4,0.25,heldout_model,True,23,583,2.896818045601984,9.468630055356366,0.04585404031747171,0.4819897084048027,0.9982315719191023
184,deepseek-r1-distill-8b,H100,dense-8b,4,0.25,heldout_model,True,13,583,2.988260702474797,9.796361541651708,0.0475678532698131,0.4802744425385935,0.9983558461705913
185,deepseek-r1-distill-8b,H100,dense-8b,4,0.25,heldout_model,True,15,583,3.1556753574834464,9.697732379872487,0.046692742298698506,0.47512864493996565,0.9978876784761515
186,deepseek-r1-distill-8b,H100,dense-8b,4,0.5,heldout_model,True,23,604,2.458679267362552,16.862144356542615,0.08127534175365657,0.7086092715231789,0.9910030796582434
187,deepseek-r1-distill-8b,H100,dense-8b,4,0.5,heldout_model,True,22,604,2.850683107545765,11.925799532504847,0.057417698547223985,0.7168874172185431,0.9978913977611125
188,deepseek-r1-distill-8b,H100,dense-8b,4,0.5,heldout_model,True,20,604,3.2434529377066093,11.720244134370049,0.05641980192402195,0.706953642384106,0.9962941230986442
189,deepseek-r1-distill-8b,H100,dense-8b,4,1.0,heldout_model,True,12,610,2.775164105133301,12.311551966567306,0.05884553246315178,0.8081967213114754,0.9962039729608773
190,deepseek-r1-distill-8b,H100,dense-8b,4,1.0,heldout_model,True,15,610,2.886353417052841,12.041634755515046,0.05744215453021233,0.8114754098360655,0.9938774258649582
191,deepseek-r1-distill-8b,H100,dense-8b,4,1.0,heldout_model,True,15,610,3.1338293244245206,12.50328720112261,0.06006485154910387,0.8032786885245901,0.9962605877095957
192,deepseek-r1-distill-8b,H100,dense-8b,4,2.0,heldout_model,True,14,609,2.197446180023394,9.675912463627961,0.04627478274664753,0.6371100164203612,0.9923270979829711
193,deepseek-r1-distill-8b,H100,dense-8b,4,2.0,heldout_model,True,14,609,2.389474633643365,10.499668205843014,0.05039860898248216,0.6502463054187192,0.9944747458174072
194,deepseek-r1-distill-8b,H100,dense-8b,4,2.0,heldout_model,True,10,609,2.400792529798588,12.50003911819285,0.06009381392942745,0.6174055829228242,0.9869518445026844
195,deepseek-r1-distill-8b,H100,dense-8b,4,4.0,heldout_model,True,14,621,1.12989284659635,9.103445648355011,0.042716118754451665,0.5314009661835749,0.9089182350188703
196,deepseek-r1-distill-8b,H100,dense-8b,4,4.0,heldout_model,True,16,621,1.5009312877678982,7.297070625374156,0.034960109116329734,0.5024154589371981,0.9841223971923486
197,deepseek-r1-distill-8b,H100,dense-8b,4,4.0,heldout_model,True,10,621,1.1959530942707852,15.844758974800087,0.07572913208195556,0.47020933977455714,0.7919595651381051
198,deepseek-r1-distill-8b,H100,dense-8b,8,0.125,heldout_model,True,23,607,2.2349521460348813,6.285932329844465,0.04450109279531282,0.24876441515650738,0.9972970487195648
199,deepseek-r1-distill-8b,H100,dense-8b,8,0.125,heldout_model,True,22,607,2.97821159964759,6.648515439014703,0.047114895672670826,0.22075782537067545,0.9976233655121796
200,deepseek-r1-distill-8b,H100,dense-8b,8,0.125,heldout_model,True,18,607,3.1658415269363505,7.044556286301202,0.04965851040674716,0.22075782537067545,0.9980968441327073
201,deepseek-r1-distill-8b,H100,dense-8b,8,0.25,heldout_model,True,25,583,3.2772355559945647,9.318217298140315,0.06579514816680707,0.47341337907375647,0.9975822397973576
202,deepseek-r1-distill-8b,H100,dense-8b,8,0.25,heldout_model,True,24,583,3.948728053713156,9.055834431418733,0.06353216036915182,0.44082332761578047,0.9978261872134956
203,deepseek-r1-distill-8b,H100,dense-8b,8,0.25,heldout_model,True,21,583,4.084605272119634,9.814981308030422,0.06853304396504635,0.44082332761578047,0.9969931540393444
204,deepseek-r1-distill-8b,H100,dense-8b,8,0.5,heldout_model,True,15,604,3.740753699703209,13.13960323137439,0.09146499009229385,0.7036423841059603,0.9938689600582206
205,deepseek-r1-distill-8b,H100,dense-8b,8,0.5,heldout_model,True,15,604,4.581381759139161,14.150805487245128,0.09888817746269322,0.673841059602649,0.9795241310067356
206,deepseek-r1-distill-8b,H100,dense-8b,8,0.5,heldout_model,True,18,604,3.9590004121752296,16.54527294726606,0.11466481589317495,0.6655629139072847,0.9469597014838032
207,deepseek-r1-distill-8b,H100,dense-8b,8,1.0,heldout_model,True,20,609,5.260392568420458,13.54709566668746,0.09436950039053224,0.7701149425287356,0.9954067763113902
208,deepseek-r1-distill-8b,H100,dense-8b,8,1.0,heldout_model,True,13,609,5.65987942257606,14.15068377487727,0.09889402182990296,0.7701149425287356,0.994825731410397
209,deepseek-r1-distill-8b,H100,dense-8b,8,1.0,heldout_model,True,12,609,5.646326005009996,16.986295148722526,0.11832681606431313,0.7717569786535303,0.9731222979223283
210,deepseek-r1-distill-8b,H100,dense-8b,8,2.0,heldout_model,True,10,608,5.777166584890608,14.799528492749346,0.10290961695976182,0.5542763157894737,0.9964667792814376
211,deepseek-r1-distill-8b,H100,dense-8b,8,2.0,heldout_model,True,17,608,6.215497488185967,15.74628740750932,0.10907959644894558,0.5542763157894737,0.9965714386239439
212,deepseek-r1-distill-8b,H100,dense-8b,8,2.0,heldout_model,True,15,608,6.39711222040456,16.268651596405718,0.11234771701087214,0.5526315789473685,0.9942920114555254
213,deepseek-r1-distill-8b,H100,dense-8b,8,4.0,heldout_model,True,8,621,6.150101592892545,16.052212323845566,0.11145821638553986,0.18840579710144922,0.9822083206502557
214,deepseek-r1-distill-8b,H100,dense-8b,8,4.0,heldout_model,True,9,621,6.039889814999722,18.389317051505273,0.12915943724361942,0.1723027375201288,0.8949736522341714
215,deepseek-r1-distill-8b,H100,dense-8b,8,4.0,heldout_model,True,11,621,6.515207771859647,16.844591836333027,0.11777864811785432,0.17713365539452497,0.9838570508510333
216,gpt-oss-120b,A100,moe-120b,4,0.125,heldout_rate,True,5,607,0.6915514668826057,9.54414625257943,0.07444223777690177,0.35090609555189456,0.9570683154095739
217,gpt-oss-120b,A100,moe-120b,4,0.125,heldout_rate,True,5,607,2.1135007261189185,6.493202833371163,0.056382043781951725,0.3476112026359144,0.9874877212739137
218,gpt-oss-120b,A100,moe-120b,4,0.125,heldout_rate,True,5,607,1.8496185209497817,6.496104105613866,0.0554035776407487,0.3443163097199341,0.9848870471622964
219,gpt-oss-120b,A100,moe-120b,4,0.25,train,True,5,583,0.4929805443208175,9.085795391814084,0.06655711812626444,0.5951972555746141,0.9841041717041068
220,gpt-oss-120b,A100,moe-120b,4,0.25,train,True,5,583,0.8846225656240908,8.844977622259133,0.06273172807737101,0.5866209262435678,0.9844129524800788
221,gpt-oss-120b,A100,moe-120b,4,0.25,train,True,4,583,0.6970050045516094,8.298738835475572,0.06090398429814838,0.588336192109777,0.9853580557824769
222,gpt-oss-120b,A100,moe-120b,4,0.5,heldout_rate,True,5,605,0.9676273129980337,10.706920735012984,0.06518921258807667,0.8016528925619835,0.9871249100900775
223,gpt-oss-120b,A100,moe-120b,4,0.5,heldout_rate,True,4,605,0.47860445695772624,9.893582079467473,0.06333564591911407,0.8016528925619835,0.989065263025751
224,gpt-oss-120b,A100,moe-120b,4,0.5,heldout_rate,True,4,605,0.44773852446204243,10.012953792945067,0.06423913384836726,0.8033057851239669,0.9871739608306935
225,gpt-oss-120b,A100,moe-120b,4,1.0,train,True,5,608,2.242622827991912,11.858799729254443,0.06521086579762858,0.8881578947368421,0.9878881843238528
226,gpt-oss-120b,A100,moe-120b,4,1.0,train,True,5,608,1.0515625134171018,11.312211139159029,0.06288535749207605,0.888157894736842,0.9788310282719976
227,gpt-oss-120b,A100,moe-120b,4,1.0,train,True,5,608,1.319212131908118,11.219493268744754,0.061153733469116886,0.8914473684210527,0.9881794850972179
228,gpt-oss-120b,A100,moe-120b,4,2.0,heldout_rate,True,5,607,2.639252316020882,12.762409412856302,0.060012328949159574,0.8879736408566721,0.918875092562686
229,gpt-oss-120b,A100,moe-120b,4,2.0,heldout_rate,True,5,607,1.2070607650589784,11.069573428207818,0.053252866105410655,0.9258649093904447,0.9583139885190297
230,gpt-oss-120b,A100,moe-120b,4,2.0,heldout_rate,True,5,607,1.3033522736112917,11.38273241138334,0.054727799538475036,0.9176276771004942,0.9475904663713222
231,gpt-oss-120b,A100,moe-120b,4,4.0,train,True,6,623,4.353963826918987,15.139339917693611,0.07854035117831763,0.754414125200642,0.9135761244099788
232,gpt-oss-120b,A100,moe-120b,4,4.0,train,True,5,623,2.4942730529728747,11.51339284694438,0.06982362961895969,0.8073836276083467,0.9382012820392773
233,gpt-oss-120b,A100,moe-120b,4,4.0,train,True,5,623,2.484375753941448,11.678233299739041,0.06944328180882503,0.8154093097913322,0.933207543273993
234,gpt-oss-120b,A100,moe-120b,8,0.125,heldout_tp,True,4,607,1.9764968885700418,9.543686212352945,0.10858246626607174,0.3278418451400329,0.8995891075939568
235,gpt-oss-120b,A100,moe-120b,8,0.125,heldout_tp,True,5,607,2.803527501020147,8.475256207123483,0.09925277168451903,0.3311367380560132,0.9211813185658623
236,gpt-oss-120b,A100,moe-120b,8,0.125,heldout_tp,True,5,607,3.259064757283468,7.311775971430256,0.08455211169419659,0.33443163097199347,0.9342807149067373
237,gpt-oss-120b,A100,moe-120b,8,0.25,heldout_tp,True,4,583,0.05666411029632861,7.143486486153216,0.07410159604935766,0.5917667238421955,0.9452632865633401
238,gpt-oss-120b,A100,moe-120b,8,0.25,heldout_tp,True,5,583,0.34757851530870904,9.661079751518317,0.10616716989539099,0.588336192109777,0.9370844514090751
239,gpt-oss-120b,A100,moe-120b,8,0.25,heldout_tp,True,4,583,0.34422206164007996,7.245822981545412,0.07980173510837972,0.5849056603773585,0.9449530510965166
240,gpt-oss-120b,A100,moe-120b,8,0.5,heldout_tp,True,4,605,2.4414794861041154,12.254779918999791,0.11484493412404556,0.8,0.8887322424867623
241,gpt-oss-120b,A100,moe-120b,8,0.5,heldout_tp,True,5,605,0.3727926030937454,7.711231345495429,0.07490018335225919,0.7950413223140496,0.9823432124684466
242,gpt-oss-120b,A100,moe-120b,8,0.5,heldout_tp,True,5,605,0.318279210345985,7.592413388414101,0.07298314135966262,0.8,0.984280591042298
243,gpt-oss-120b,A100,moe-120b,8,1.0,heldout_tp,True,4,608,0.6965306940926506,7.629146295167814,0.05699626724317602,0.9095394736842105,0.9746057786951349
244,gpt-oss-120b,A100,moe-120b,8,1.0,heldout_tp,True,5,608,0.37909557751787226,7.842034906338573,0.06565857843018973,0.9013157894736842,0.9708417397064026
245,gpt-oss-120b,A100,moe-120b,8,1.0,heldout_tp,True,5,608,0.5799696777006477,8.29598895365556,0.07041277339703667,0.8963815789473684,0.9754946027925446
246,gpt-oss-120b,A100,moe-120b,8,2.0,heldout_tp,True,5,607,0.9985110911414057,8.440074780387794,0.05816241161954599,0.8929159802306424,0.9201904112243274
247,gpt-oss-120b,A100,moe-120b,8,2.0,heldout_tp,True,5,607,2.642015242368865,11.729084337606972,0.08510996696185229,0.8220757825370675,0.8913952644271751
248,gpt-oss-120b,A100,moe-120b,8,2.0,heldout_tp,True,5,607,2.9419459501709335,10.248860993022111,0.07389029491287753,0.8237232289950577,0.9428957136491116
249,gpt-oss-120b,A100,moe-120b,8,4.0,heldout_tp,True,5,623,3.6216807752168343,11.20471098819129,0.08076322304886299,0.8218298555377207,-0.36961624029374485
250,gpt-oss-120b,A100,moe-120b,8,4.0,heldout_tp,True,5,623,7.7973113871615825,15.348748438011938,0.12901970390725634,0.6789727126805778,0.8388070289320844
251,gpt-oss-120b,A100,moe-120b,8,4.0,heldout_tp,True,5,623,8.02620270238547,15.448508967886017,0.12994156454133574,0.6725521669341894,0.8447743701802031
252,gpt-oss-20b,A100,moe-20b,1,0.125,train,True,5,607,4.03701841624699,10.346229283952322,0.05179718783425003,0.3113673805601318,0.9577648322113871
253,gpt-oss-20b,A100,moe-20b,1,0.125,train,True,5,607,4.2950507798471955,10.846509489803463,0.05400841253698854,0.3130148270181219,0.9620945338338001
254,gpt-oss-20b,A100,moe-20b,1,0.125,train,True,4,607,4.903724045072242,10.54162638914457,0.052115964301348516,0.29983525535420097,0.9658374866098839
255,gpt-oss-20b,A100,moe-20b,1,0.25,heldout_rate,True,4,583,1.4442161627030765,12.401024591211407,0.05815865491651569,0.5454545454545454,0.9567867675175774
256,gpt-oss-20b,A100,moe-20b,1,0.25,heldout_rate,True,4,583,1.265964897416175,13.970296868280782,0.06443046600768222,0.5454545454545454,0.9664259257716814
257,gpt-oss-20b,A100,moe-20b,1,0.25,heldout_rate,True,4,583,0.6658087324239195,12.503421164009973,0.05646797409511084,0.5694682675814751,0.9671051748247323
258,gpt-oss-20b,A100,moe-20b,1,0.5,train,True,5,605,1.5920501040977597,15.083785155277067,0.06252864550543882,0.7768595041322314,0.9822601823721766
259,gpt-oss-20b,A100,moe-20b,1,0.5,train,True,5,605,0.9412928707724487,14.126556729890341,0.06017061752695254,0.771900826446281,0.9825160095764366
260,gpt-oss-20b,A100,moe-20b,1,0.5,train,True,5,605,0.8379781600952916,14.439301304462749,0.0617288386997956,0.775206611570248,0.9813249687667535
261,gpt-oss-20b,A100,moe-20b,1,1.0,heldout_rate,True,4,608,1.6464803835708783,15.785128467372473,0.06342274508511844,0.9292763157894737,0.9791480110192268
262,gpt-oss-20b,A100,moe-20b,1,1.0,heldout_rate,True,4,608,1.61394032578721,17.132276411903117,0.06871256820471879,0.9358552631578947,0.9864441323182673
263,gpt-oss-20b,A100,moe-20b,1,1.0,heldout_rate,True,5,608,1.2232279024581643,15.558326317816325,0.06277125492598071,0.9276315789473684,0.9836842134696105
264,gpt-oss-20b,A100,moe-20b,1,2.0,train,True,5,607,1.2800320972876236,15.149205148839899,0.056294250992037914,0.942339373970346,0.9678167120708021
265,gpt-oss-20b,A100,moe-20b,1,2.0,train,True,5,607,0.24478374303163064,12.606017520673392,0.04708833260122275,0.9390444810543658,0.9834558423049712
266,gpt-oss-20b,A100,moe-20b,1,2.0,train,True,5,607,0.2915282592484217,11.966185259700602,0.04461124308091136,0.943986820428336,0.9820666220941753
267,gpt-oss-20b,A100,moe-20b,1,4.0,heldout_rate,True,5,623,0.9397421910362933,8.540654112728298,0.04706761518133008,0.8667736757624398,0.918340296288909
268,gpt-oss-20b,A100,moe-20b,1,4.0,heldout_rate,True,5,623,0.024173001137501718,6.992715168343323,0.033092602810327554,0.9357945425361156,0.9643462190077576
269,gpt-oss-20b,A100,moe-20b,1,4.0,heldout_rate,True,6,623,0.037274424604846146,8.622510544325756,0.04727512771712106,0.9373996789727127,0.9588534404783448
270,gpt-oss-20b,A100,moe-20b,2,0.125,heldout_rate,True,5,607,5.118462978588516,10.424644725457558,0.06626921618776913,0.2833607907742999,0.9683011272439676
271,gpt-oss-20b,A100,moe-20b,2,0.125,heldout_rate,True,6,607,6.546718271232857,9.908164626038198,0.06617520058131512,0.27018121911037896,0.948576512060528
272,gpt-oss-20b,A100,moe-20b,2,0.125,heldout_rate,True,6,607,6.591575625359336,10.065901976258028,0.06897937811913868,0.26853377265238876,0.9391030542555389
273,gpt-oss-20b,A100,moe-20b,2,0.25,train,True,5,583,1.1982715719140822,10.970185532194181,0.06643513997437787,0.5145797598627787,0.9225973941819716
274,gpt-oss-20b,A100,moe-20b,2,0.25,train,True,5,583,2.49162755578347,10.678170191852116,0.06500525939961527,0.5077186963979416,0.9371813911285793
275,gpt-oss-20b,A100,moe-20b,2,0.25,train,True,5,583,2.4226522728859603,10.476412112907958,0.06416568815947629,0.5042881646655232,0.9442641944133748
276,gpt-oss-20b,A100,moe-20b,2,0.5,heldout_rate,True,5,604,1.662372263346228,12.222524280036419,0.06294875798464644,0.740066225165563,0.9697014207612024
277,gpt-oss-20b,A100,moe-20b,2,0.5,heldout_rate,True,4,604,0.6854820449074347,12.034306050663986,0.06425407344481984,0.7284768211920529,0.9674586664062722
278,gpt-oss-20b,A100,moe-20b,2,0.5,heldout_rate,True,5,604,0.5491248480641332,12.621204689240395,0.06892972345675415,0.7350993377483444,0.9564595859554296
279,gpt-oss-20b,A100,moe-20b,2,1.0,train,True,5,608,3.5134222538939257,15.006559054256584,0.07589803284572379,0.9029605263157895,0.9737077756219912
280,gpt-oss-20b,A100,moe-20b,2,1.0,train,True,5,608,1.7855347955847423,12.245569142865227,0.061215985117209375,0.9078947368421053,0.9771285001415042
281,gpt-oss-20b,A100,moe-20b,2,1.0,train,True,5,608,1.4806941733546934,12.628448538230346,0.0647280806675053,0.90625,0.9741558228428094
282,gpt-oss-20b,A100,moe-20b,2,2.0,heldout_rate,True,5,607,2.777577538390997,14.09633776506775,0.06340669098668085,0.9390444810543658,0.9396345499017832
283,gpt-oss-20b,A100,moe-20b,2,2.0,heldout_rate,True,5,607,0.42112847909307266,13.313453333077751,0.062111540060311825,0.9686985172981878,0.9628748751049286
284,gpt-oss-20b,A100,moe-20b,2,2.0,heldout_rate,True,5,607,0.3178057826840855,13.204304952418175,0.06187983036591211,0.9686985172981878,0.9368164294673189
285,gpt-oss-20b,A100,moe-20b,2,4.0,train,True,5,622,1.680642690801556,12.572322343289017,0.05649149006768723,0.8922829581993569,0.24226190127095237
286,gpt-oss-20b,A100,moe-20b,2,4.0,train,True,6,622,1.6346200348850197,12.019196225686505,0.05708306557362437,0.9180064308681672,0.9233523213366409
287,gpt-oss-20b,A100,moe-20b,2,4.0,train,True,5,622,1.666369025585235,11.644502922919287,0.05513038892572459,0.9131832797427653,0.9048171492652428
288,llama-3-405b,H100,dense-405b,8,0.125,heldout_rate,True,19,611,2.5926499257743987,33.20170401561409,0.09596240898984044,0.6006546644844517,0.9985273170949146
289,llama-3-405b,H100,dense-405b,8,0.125,heldout_rate,True,15,607,1.9157805861862207,39.22827440536869,0.11139352574489483,0.6194398682042834,0.9974546012393202
290,llama-3-405b,H100,dense-405b,8,0.125,heldout_rate,True,13,607,1.842806255385614,38.189565754178446,0.10922871041421602,0.6194398682042834,0.997289128940057
291,llama-3-405b,H100,dense-405b,8,0.25,dtype_calibration,True,11,584,1.0153713159873599,31.841915659417488,0.08697801020589596,0.785958904109589,0.9905285551171789
292,llama-3-405b,H100,dense-405b,8,0.25,dtype_calibration,True,11,584,1.9125401006899252,34.653670484209094,0.09482254768370246,0.7140410958904109,0.9859447941861966
293,llama-3-405b,H100,dense-405b,8,0.25,train,True,13,584,2.0497110729181762,34.31440520211546,0.09370008306825063,0.690068493150685,0.9876498122347611
294,llama-3-405b,H100,dense-405b,8,0.5,heldout_rate,True,11,609,1.3230567039730925,19.85736328526305,0.05273797362157073,0.6206896551724138,0.9821633143103009
295,llama-3-405b,H100,dense-405b,8,0.5,heldout_rate,True,13,609,1.781778787413682,20.126335875056906,0.0542233523805603,0.5681444991789819,0.9822283267284837
296,llama-3-405b,H100,dense-405b,8,0.5,heldout_rate,True,10,609,1.8419363798110022,20.310030270590218,0.05461098542456257,0.548440065681445,0.9825873059133162
297,llama-3-405b,H100,dense-405b,8,1.0,dtype_calibration,True,10,631,3.2299065275644923,19.447859095976384,0.29166775604407097,0.3534072900158478,-15.308568762496883
298,llama-3-405b,H100,dense-405b,8,1.0,dtype_calibration,True,10,631,3.5449778106897742,20.623182133502148,0.32085229199746196,0.30744849445324884,-17.057665213510944
299,llama-3-405b,H100,dense-405b,8,1.0,train,True,9,631,3.572512901069826,20.95162988603534,0.17870765721748588,0.31854199683042794,-10.61849771102049
300,llama-3-405b,H100,dense-405b,8,2.0,heldout_rate,True,11,620,3.539839193943632,17.60806817408283,0.1579172383790199,0.5338709677419354,0.8827438985508129
301,llama-3-405b,H100,dense-405b,8,2.0,heldout_rate,True,10,620,3.5553341121662148,17.69333985570457,0.16501277272258186,0.5290322580645161,0.8929302950250214
302,llama-3-405b,H100,dense-405b,8,2.0,heldout_rate,True,9,622,3.6162278497445746,17.98720903144874,0.15867552013010583,0.5305466237942122,0.8665709974952899
303,llama-3-405b,H100,dense-405b,8,4.0,train,True,11,645,1.5056239668430853,10.354737126548146,0.06609397887427111,0.8418604651162791,0.9437014879162307
304,llama-3-405b,H100,dense-405b,8,4.0,train,True,11,645,1.6361436135368215,10.665364980926405,0.06706484981069738,0.8372093023255813,0.9547726947653751
305,llama-3-405b,H100,dense-405b,8,4.0,train,True,10,645,1.5953573468840856,10.585212435952414,0.06766605497366583,0.8387596899224806,0.9636424498044475
306,llama-3-70b,A100,dense-70b,4,0.125,train,True,28,607,0.36620721391563565,16.259641800044623,0.06283691866253951,0.514003294892916,0.9980618426682593
307,llama-3-70b,A100,dense-70b,4,0.125,train,True,30,607,0.025323292753060604,15.186736822613844,0.058738672091641894,0.5123558484349259,0.9981234542447169
308,llama-3-70b,A100,dense-70b,4,0.125,train,True,34,607,0.03664503258897916,14.850803862107107,0.05762945292423635,0.5123558484349259,0.9981349854975187
309,llama-3-70b,A100,dense-70b,4,0.25,heldout_rate,True,16,585,0.2666590853777735,13.832074957050871,0.053529572372554506,0.7931623931623932,0.9971316654628009
310,llama-3-70b,A100,dense-70b,4,0.25,heldout_rate,True,24,585,0.3052485052059609,14.332044710088606,0.05565329298788382,0.8153846153846154,0.997270685829171
311,llama-3-70b,A100,dense-70b,4,0.25,heldout_rate,True,22,585,0.14681983157661388,14.209683139036523,0.05433017265904606,0.8068376068376069,0.9958768652857092
312,llama-3-70b,A100,dense-70b,4,0.5,train,True,13,609,0.26436891031115245,9.911785230321708,0.03516001926294912,0.7996715927750411,0.9795534258875954
313,llama-3-70b,A100,dense-70b,4,0.5,train,True,12,609,0.02509989644379274,10.949056651289336,0.04111462779387141,0.8472906403940887,0.9804048553876681
314,llama-3-70b,A100,dense-70b,4,0.5,train,True,13,609,0.10498678087151364,9.717417302149682,0.035490689397761226,0.8226600985221675,0.9808546083027337
315,llama-3-70b,A100,dense-70b,4,1.0,heldout_rate,True,11,630,0.6482043392032322,7.560439365749338,0.11371326093682739,0.7349206349206349,-9.04827587289563
316,llama-3-70b,A100,dense-70b,4,1.0,heldout_rate,True,14,630,0.7730450471189563,9.254804100393734,0.053901210184333394,0.7015873015873015,-1.6685047990106128
317,llama-3-70b,A100,dense-70b,4,1.0,heldout_rate,True,16,630,0.9795097933948743,7.979535728850666,0.15894697931080126,0.6317460317460317,-3.763429277851446
318,llama-3-70b,A100,dense-70b,4,2.0,train,True,17,621,2.4684865746179954,13.91483651936463,0.14477184661041836,0.48953301127214166,-37.98315045742628
319,llama-3-70b,A100,dense-70b,4,2.0,train,True,18,621,2.874792738307121,14.482007582326565,0.2147192406149539,0.44605475040257647,-38.3359079432152
320,llama-3-70b,A100,dense-70b,4,2.0,train,True,14,621,2.8650564619651857,14.778696403286073,0.1979582436458859,0.4541062801932366,-42.930752007750876
321,llama-3-70b,A100,dense-70b,4,4.0,heldout_rate,True,14,643,2.991038822517343,16.520982933478365,0.15107143171879897,0.6345256609642301,-1.947109939589962
322,llama-3-70b,A100,dense-70b,4,4.0,heldout_rate,True,12,643,2.9025982752165826,16.779163140933296,0.19112024649742287,0.6516329704510109,-1.479702822889858
323,llama-3-70b,A100,dense-70b,4,4.0,heldout_rate,True,14,643,2.892779354063663,16.50971661210171,0.18415361209234646,0.6423017107309487,-1.3796206337349317
324,llama-3-70b,A100,dense-70b,8,0.125,heldout_rate,True,37,606,1.5432499995949978,18.75425322809565,0.09355871244065168,0.40429042904290424,0.9959936390337636
325,llama-3-70b,A100,dense-70b,8,0.125,heldout_rate,True,34,607,2.4380283211659504,20.025676923312947,0.10206393139044843,0.40032948929159806,0.9950816661438954
326,llama-3-70b,A100,dense-70b,8,0.125,heldout_rate,True,31,607,8.13086572183907,22.46801269756313,0.12076573807622037,0.4794069192751236,0.994820193559426
327,llama-3-70b,A100,dense-70b,8,0.25,train,True,23,584,1.6757477080266066,21.817534210825933,0.10220107516873583,0.607876712328767,0.991199494272817
